book_id,major_category,genre,keyword,book_uniqueness_az,book_creativity_az,book_intelligence_az,book_structure_az,book_style_az,in_house_review,expected_chapters,expected_number_of_pages,weeks_spent_writing,cover_art,series_number,language,flesch_kincaid_reading_level,number_of_authors,previous_books,previous_sales,gender,expected_release_month,award_flg,advance_amount,import_decision,ad_budget,sales
3351405,Non-Fiction,Scientific,political,F,F,A,A,C,56,17,397,NA,Landscape,0,english,15.47,2,0,0,,dec,0,10000,1,43171,98300
1733862,Non-Fiction,Instructional,NA,D,E,B,A,C,60,20,478,46,,0,english,27.99,3,1,180517,,feb,0,10000,1,45470,334200
9712143,Young Adult,Adventure,space,C,D,E,B,B,61,4,81,40,,0,english,85.28,1,0,0,,nov,0,30366,1,46404,234
8901315,Non-Fiction,Scientific,NA,F,F,A,A,D,54,21,571,95,Scientific,0,english,10.23,1,1,178930,female,feb,0,43263,1,47932,210070
5916893,Non-Fiction,Text-Book,NA,D,F,A,A,D,55,18,500,50,Scientific|Abstract art,1,english,23.72,1,0,0,female,jun,1,34597,1,23412,196400
8548728,Fiction,Humor,contemporary,C,A,B,D,B,70,NA,519,187,,2,english,45.06,3,1,1222998,,march,1,166105,1,51433,438050
6630041,Fiction,Science Fiction,crime,C,A,D,D,A,72,6,141,154,Abstract art,0,english,65.69,1,2,321764,male,jan,0,114261,1,53777,342019
5888814,Non-Fiction,Scientific,NA,E,D,A,A,C,68,22,554,36,Illustration|Landscape,1,english,14.76,2,0,0,,may,0,10000,1,43509,103695
6400882,Children,Rythmic,learning,A,A,E,E,D,55,2,20,20,,1,english,92.24,1,0,0,male,jul,1,54521,1,46896,418866
7749175,Children,Picture Books,magic,B,A,D,E,A,76,2,29,6,,0,english,86.45,1,0,0,,dec,0,15587,1,26928,924
2568769,Fiction,Romance,space,A,C,B,A,A,91,6,139,162,Animal|Person (photograph)|Landscape,0,english,56.56,1,2,277596,male,oct,0,146406,1,48778,445050
2340926,Fiction,Science Fiction,NA,D,B,C,D,B,60,11,250,49,Abstract art,1,english,38.65,1,0,0,,march,1,10277,1,46508,306746
3143005,Fiction,Mystery,contemporary,D,B,D,B,A,72,14,334,160,Animal,0,english,21.61,1,4,1717954,female,oct,0,208214,1,23290,440713
6199294,Non-Fiction,Reference,NA,D,E,A,A,D,57,21,496,124,Animal|Person (photograph),1,english,27.21,1,0,0,male,feb,0,62511,1,35973,162075
9542976,Non-Fiction,Scientific,academic,E,F,A,A,C,56,16,388,49,,1,english,34.34,1,0,0,female,aug,0,101655,1,45662,402359
4438758,Non-Fiction,Reference,political,E,D,B,A,D,57,13,317,42,,1,english,33.62,1,1,161556,male,dec,0,70229,1,45052,234006
2448891,Fiction,Mystery,ww2,E,C,B,E,A,59,30,804,118,,0,english,15.13,1,0,0,,may,0,8096,1,24941,100620
1953215,Non-Fiction,History,NA,D,D,C,A,E,49,11,308,59,,0,english,38.2,5,1,187447,,nov,0,15919,1,41946,322991
8957059,Fiction,Mystery,crime,B,D,F,C,A,54,25,647,134,Abstract art|Landscape,0,english|chinese,26.4,3,0,0,,jan,0,12812,1,43893,277643
6599943,Fiction,Science Fiction,NA,C,B,E,C,B,61,35,828,97,,0,english|spanish,19.6,1,3,479416,,aug,0,70362,1,30130,73656
8175158,Fiction,Mystery,NA,B,A,C,A,B,85,NA,270,168,,1,english,25.35,1,0,0,female,jan,0,55616,1,56878,390926
6798401,Children,Picture Books,NA,A,A,E,D,B,73,2,21,70,Scientific,1,english,93.45,1,0,0,female,oct,0,49442,1,44352,269404
2067317,Non-Fiction,Scientific,easy_reading,C,E,A,A,C,61,17,401,80,Scientific|Animal|Landscape,0,english,35.16,2,2,349883,,may,0,59869,1,50259,483815
7161986,Non-Fiction,Reference,NA,E,F,A,A,E,50,24,530,144,Landscape,0,english,21.31,2,0,0,,dec,0,42280,1,42277,124989
6736677,Young Adult,Science Fiction,NA,A,D,D,D,A,58,13,283,51,,0,english,32.46,1,0,0,,oct,1,15661,1,45152,526425
7323399,Fiction,Mystery,pirate,C,D,D,A,C,61,7,165,167,,1,english,49.42,1,0,0,male,jan,0,61262,1,31418,244060
9056587,Children,Picture Books,funny,B,A,E,D,C,54,2,20,10,Illustration,2,english,97.76,1,1,187801,female,feb,0,70886,1,17997,72686
2624566,Fiction,Historical Fiction,easy_reading,B,B,C,C,B,68,32,675,38,Scientific|Abstract art,1,spanish,29.35,1,0,0,male,oct,0,84839,1,56179,420133
2935811,Children,Picture Books,pop-up,B,A,E,E,C,58,2,20,28,Animal,1,english,94.42,1,7,2228824,male,nov,0,189254,1,42876,383804
3556262,Young Adult,Fantasy,patriotic,E,B,E,C,B,59,11,260,54,Animal,1,english,57.78,1,0,0,,apr,0,28883,1,61733,523585
3100340,Fiction,Humor,pirate,D,B,D,E,A,57,13,292,79,,0,english,67.23,1,0,0,,oct,0,42293,1,46886,321724
4720163,Fiction,Fantasy,future,B,C,D,C,B,65,12,302,159,,0,english,42.02,1,1,131067,male,nov,0,109039,1,37597,290251
4569135,Fiction,Science Fiction,sea,B,C,C,C,A,77,25,586,78,Landscape,1,english,42.37,1,0,0,male,feb,0,127537,1,43590,372207
5383555,Fiction,Mystery,political,B,E,E,B,D,53,8,203,134,Animal,0,english|chinese,46.99,1,2,344650,female,jun,0,175451,1,41258,578097
9382348,Fiction,Humor,crime,C,A,D,C,B,67,10,247,36,Abstract art,1,english,66.16,1,3,511936,male,jun,0,129475,1,42776,242414
1916635,Fiction,Science Fiction,vampire,B,C,F,C,B,55,10,250,111,Animal|Abstract art,1,english,36.35,3,0,0,,march,0,37879,1,27266,255246
9901380,Fiction,Humor,magic,B,A,C,D,B,72,19,452,54,,1,english,49.63,1,0,0,,feb,0,37708,1,24634,2141
6104302,Fiction,Historical Fiction,space,A,B,E,A,B,76,11,281,63,,5,english,36.1,1,4,727094,male,oct,1,301296,1,42945,584421
3425834,Fiction,Mystery,easy_reading,C,D,F,C,A,55,7,163,75,,1,english|spanish,53.65,1,0,0,male,jan,0,79255,1,59783,324406
8105174,Non-Fiction,Scientific,NA,C,E,A,A,E,61,16,337,124,Person (photograph),0,english,30.04,5,0,0,,jun,0,10000,1,47491,243934
3301412,Fiction,Science Fiction,magic,C,B,F,D,B,49,31,849,44,Landscape,1,english,5.64,1,1,1268931,female,nov,0,237084,1,47181,479408
2379361,Fiction,Science Fiction,crime,C,B,D,B,A,78,4,79,127,Scientific|Landscape,0,english,78.8,2,0,0,,nov,0,7934,1,41368,92664
7077174,Fiction,Humor,ww2,C,C,E,C,B,59,7,173,129,,0,english,41.87,1,4,714042,,aug,0,114428,1,47681,411640
6154656,Children,Picture Books,learning,A,A,E,D,D,62,2,20,74,Illustration,0,english,87.75,1,1,180561,female,nov,0,59535,1,47000,93835
8942181,Fiction,Mystery,future,C,E,C,D,A,54,12,278,119,Abstract art,0,english,31.1,2,3,528125,,feb,0,70131,1,43510,488567
1222653,Young Adult,Fantasy,space,E,B,C,D,C,51,5,100,55,,0,english|spanish,92.88,2,1,181589,,dec,0,40449,1,47851,169774
7066940,Fiction,Mystery,crime,D,A,C,C,B,61,6,148,93,,0,english,51.32,1,0,0,male,dec,0,77609,1,41781,174099
3585970,Fiction,Humor,pirate,B,C,E,D,B,50,9,216,139,,1,english,75.07,1,0,0,male,oct,1,143266,1,46470,469959
1572740,Fiction,Romance,patriotic,C,B,D,C,B,64,5,125,61,Abstract art,0,english,80.89,1,2,261571,female,nov,0,153972,1,20764,306761
4536517,Fiction,Humor,crime,C,A,C,C,A,78,6,115,56,,2,spanish,59.05,1,1,253767,female,dec,0,80058,1,45245,206456
9720172,Children,Picture Books,pop-up,B,A,E,D,C,56,1,13,62,,1,english,92.98,1,5,890563,male,jan,0,119067,1,48313,236250
8513783,Young Adult,Historical Fiction,crime,C,E,C,B,B,58,6,141,46,,2,english,73.74,1,1,172619,female,may,0,55393,1,42193,468934
5076060,Non-Fiction,Instructional,political,D,F,A,A,F,53,15,369,55,,1,english,4.4,1,0,0,male,oct,0,109205,1,47460,212116
4130576,Fiction,Mystery,space,C,D,C,B,C,60,13,361,200,Person (photograph),1,english,9.43,1,7,1275742,,dec,0,256882,1,43180,463464
1722510,Non-Fiction,Scientific,NA,E,F,A,A,D,64,9,207,32,Scientific,1,english,60.55,2,3,504885,,oct,0,103359,1,49090,419305
6880769,Non-Fiction,Reference,NA,D,F,C,A,D,54,21,543,30,Landscape,0,english,21.09,3,3,552367,,oct,0,41241,1,44080,421650
2331975,Fiction,Humor,foreign,C,A,C,A,A,81,12,276,151,,0,english|spanish,13.9,1,6,1788184,male,oct,1,333061,1,40815,536652
6342479,Fiction,Mystery,patriotic,C,A,D,B,B,75,6,122,21,Animal,1,english|chinese,66.42,1,0,0,female,nov,0,123549,1,61197,424317
4822286,Non-Fiction,Instructional,NA,E,F,B,A,D,49,23,526,41,,0,english,11.8,1,0,0,female,apr,0,39959,1,39800,714005
9770646,Fiction,Science Fiction,NA,C,C,D,E,A,51,18,495,157,Abstract art|Landscape,0,english,53.36,1,1,94167,male,oct,0,99199,1,49855,208635
3567725,Fiction,Fantasy,sci-fi,B,C,D,D,A,61,NA,774,115,Landscape,0,english,30.28,3,0,0,,nov,0,5000,1,49163,96268
9501383,Children,Picture Books,learning,A,A,B,D,F,63,3,39,11,Animal,0,english,97.99,1,0,0,,dec,0,5592,1,45168,58883
7486374,Fiction,Historical Fiction,foreign,B,B,C,E,B,62,11,279,68,Scientific|Landscape,1,english,43.56,1,0,0,female,dec,0,75395,1,47134,544592
9386121,Fiction,Science Fiction,sci-fi,B,C,B,B,D,72,9,202,115,Animal,1,english,42.45,1,3,539905,female,aug,0,183741,1,44451,347132
7408566,Fiction,Fantasy,sea,B,D,E,A,A,67,9,206,161,Animal|Landscape,0,english,58.14,1,1,225463,female,jul,0,125561,1,50003,502627
6308700,Fiction,Fantasy,NA,A,C,E,B,A,69,32,862,47,Animal,0,english,18.43,1,3,1462457,female,march,0,240128,1,44907,604817
2904543,Children,Picture Books,magic,A,A,F,C,A,70,NA,47,67,Illustration,1,english|spanish,83.75,1,0,0,,march,0,19748,1,56956,41787
9567631,Fiction,Fantasy,NA,B,C,D,D,B,62,14,347,68,Person (photograph),1,english,26.56,1,1,214541,,jan,0,17374,1,22423,252568
2010800,Fiction,Adventure,pirate,C,A,A,E,A,77,14,317,181,,1,english,19.1,1,0,0,female,may,0,48076,1,24546,1915
1421140,Fiction,Science Fiction,sci-fi,D,B,E,B,A,71,10,267,172,,1,english,23,2,1,1225614,,jan,0,183209,1,59194,289844
4449324,Children,Picture Books,NA,A,A,D,D,C,64,3,36,53,,1,english,85.04,1,1,161080,female,sep,0,62269,1,56394,116367
7289371,Non-Fiction,Reference,NA,D,F,A,A,D,50,22,545,36,Landscape,1,english|spanish|chinese,19.13,1,2,265943,male,jul,0,83973,1,47487,435966
9948167,Non-Fiction,Scientific,NA,C,F,A,A,D,59,19,571,37,Scientific|Landscape,0,english,8.58,1,0,0,male,oct,0,49442,1,19890,177815
7272253,Fiction,Science Fiction,romance,C,B,B,C,A,71,20,546,219,,1,english,44.26,1,0,0,,oct,1,51582,1,44984,326703
6998452,Fiction,Science Fiction,crime,B,C,A,C,B,75,11,233,147,,0,english,32.8,1,2,458950,male,aug,0,175025,1,45778,430775
1326017,Children,Rythmic,dinosaur,B,A,E,D,A,69,2,24,47,,0,english,92.99,1,5,843441,female,dec,0,149100,1,43968,367558
4041658,Children,Picture Books,learning,B,A,F,C,C,57,NA,16,34,,0,english,100,1,0,0,female,dec,0,30475,1,49476,3324
1273192,Fiction,Humor,sea,A,B,B,A,A,86,6,125,55,Landscape,0,english,59.12,1,2,413672,male,feb,0,116744,1,43675,424283
6457209,Non-Fiction,History,NA,C,F,B,B,F,50,17,446,117,,0,english,27.46,5,1,1235200,,nov,0,126024,1,46662,226302
1174089,Fiction,Fantasy,NA,B,C,C,B,D,63,11,245,160,Animal,0,english,49.2,1,1,171446,male,nov,0,134448,1,47431,388202
6194316,Fiction,Science Fiction,magic,C,B,E,D,B,50,6,138,113,,0,english,53.61,1,2,1348104,male,nov,1,175081,1,29460,377026
7453019,Fiction,Fantasy,crime,E,B,E,D,A,53,16,396,87,Animal|Landscape,0,english,18.44,1,1,154448,male,nov,0,86950,1,24823,4601
8043372,Fiction,Mystery,pirate,B,C,D,B,B,64,9,197,27,Abstract art|Landscape,1,english,43.76,1,2,392386,,may,0,82643,1,41857,335204
5885424,Fiction,Historical Fiction,magic,B,D,E,C,A,50,21,590,160,Landscape,0,english,44.8,1,6,2233432,male,jan,1,240580,1,46828,783412
6820395,Fiction,Historical Fiction,NA,D,B,D,E,A,61,9,228,108,,1,english,48.54,1,7,1094025,male,dec,0,353718,1,53438,598654
1335128,Non-Fiction,History,NA,C,E,A,A,E,58,8,228,105,Person (photograph),1,english,67.35,3,10,1663731,,jun,1,129330,1,46844,753895
8245154,Non-Fiction,Scientific,NA,E,D,A,A,F,56,17,469,57,,1,english,22.02,2,3,563158,,aug,0,77960,1,19372,299368
1229387,Non-Fiction,Scientific,NA,E,E,C,A,D,56,14,347,93,Animal|Person (photograph),1,english,46.25,2,3,389924,,apr,0,92292,1,50047,209413
5310163,Young Adult,Mystery,sci-fi,C,A,F,B,B,66,7,168,52,,0,english,70.19,1,0,0,male,apr,0,5000,1,51001,3432
6554540,Fiction,Romance,political,B,A,D,C,B,63,2,49,175,Animal,4,english|spanish|chinese,69.55,1,3,1674675,male,feb,0,217531,1,23682,676400
8385937,Fiction,Romance,pirate,D,A,E,C,A,55,6,181,215,,1,english,46.4,1,0,0,female,jun,0,93515,1,44925,365266
7937126,Fiction,Fantasy,magic,D,B,C,A,C,65,16,386,21,,0,english,70.62,1,0,0,female,oct,0,60452,1,27146,197494
3506649,Fiction,Fantasy,magic,A,B,C,B,A,87,19,434,170,,0,english,10.2,1,0,0,female,jul,0,49403,1,39409,424644
9933580,Fiction,Romance,crime,C,B,C,C,B,66,6,119,131,,1,english|spanish|chinese,64.09,1,0,0,female,jan,0,69507,1,41420,450018
6161652,Fiction,Fantasy,pirate,B,C,D,C,B,64,7,183,64,Animal,0,english,64.21,1,2,295919,male,aug,0,103532,1,43706,690118
3830103,Children,Picture Books,colorful,A,A,C,D,C,68,2,18,54,,0,english,99.19,1,0,0,female,jul,0,48236,1,41170,62857
3562745,Non-Fiction,Reference,NA,E,F,B,A,C,54,13,377,93,Scientific,1,english,47.16,1,7,2282749,male,dec,0,361316,1,41485,748980
6837390,Non-Fiction,Reference,NA,F,E,A,A,D,55,11,296,66,,1,english,63.17,1,3,441284,male,dec,0,86224,1,44655,440027
5202056,Fiction,Humor,ww2,C,B,C,C,A,69,33,743,149,Scientific|Abstract art,1,english,18.86,3,0,0,,march,0,30342,1,50948,142319
1610376,Children,Fairytales/Folklore,pop-up,A,A,D,C,A,74,3,33,62,Abstract art,1,english,95.77,1,1,201217,female,nov,0,91282,1,40029,143463
2722862,Non-Fiction,Scientific,NA,D,D,A,A,F,56,13,377,55,,0,english,38.24,2,0,0,,march,0,37990,1,44605,309498
3509289,Fiction,Humor,magic,C,D,C,A,B,65,19,495,149,Animal,1,english,44.41,1,0,0,,oct,0,38552,1,43797,301924
5799766,Fiction,Humor,easy_reading,C,D,D,A,C,54,10,248,113,,5,english,28.01,1,4,596433,male,dec,0,293193,1,43826,327320
6336648,Fiction,Romance,patriotic,D,A,D,C,A,61,11,258,67,Illustration|Abstract art,1,english,32.64,1,0,0,male,oct,0,144578,1,57454,411061
3312134,Fiction,Historical Fiction,NA,C,B,F,B,C,60,22,417,140,Animal|Abstract art,0,english,9.37,1,0,0,male,dec,0,98388,1,24449,1473
7557314,Young Adult,Adventure,coming_of_age,C,B,E,E,B,50,8,173,46,,0,english,83.26,1,4,1651251,female,feb,0,134487,1,70477,800151
1089222,Fiction,Fantasy,foreign,B,C,C,D,A,63,13,352,44,Abstract art,0,english,31.29,1,0,0,male,feb,0,111634,1,45636,202138
4888999,Fiction,Fantasy,crime,E,B,C,C,B,59,19,426,79,Landscape,0,english,57.43,1,2,287861,female,oct,1,109238,1,27483,394083
3023965,Fiction,Romance,NA,B,C,D,D,A,63,10,257,62,Scientific,0,english,19,1,0,0,female,nov,1,53684,1,21842,119147
9219844,Fiction,Science Fiction,pirate,B,B,D,D,B,66,6,168,43,,0,english,60.32,2,3,351493,,nov,0,64657,1,43154,492057
2907703,Fiction,Science Fiction,ww2,C,A,C,B,C,71,20,471,61,Animal|Abstract art,1,english,47.46,2,2,343091,,oct,0,57326,1,24009,265041
6843285,Non-Fiction,Reference,NA,E,F,A,A,C,63,15,410,36,Landscape,0,english,44.14,2,1,177814,,nov,0,18529,1,62739,509261
4790369,Fiction,Science Fiction,sea,C,C,D,C,C,53,22,600,42,Abstract art|Landscape,0,english,36.63,3,0,0,,sep,1,11727,1,36904,313075
9344554,Fiction,Romance,patriotic,B,D,C,C,C,54,7,176,49,,0,english,49.7,1,0,0,female,nov,1,100072,1,47579,485853
6349911,Non-Fiction,Text-Book,easy_reading,C,E,A,B,F,58,11,233,68,,0,english,52.59,3,0,0,,may,0,13172,1,55401,126675
1866114,Fiction,Adventure,pirate,A,A,E,C,A,73,15,332,176,Animal|Abstract art,2,english,23.34,1,4,634593,male,oct,0,136147,1,21074,402262
1760759,Children,Fairytales/Folklore,colorful,A,A,F,F,C,49,4,47,32,Illustration|Landscape,0,english,95.57,1,2,411498,,apr,0,43628,1,48626,159035
8490586,Fiction,Fantasy,ww2,C,B,C,C,A,70,7,170,125,Landscape,0,english,67.97,1,0,0,,apr,0,73443,1,50618,351415
1537433,Fiction,Horror,crime,D,C,C,B,A,64,4,89,127,Landscape,0,english,85.98,2,0,0,,dec,0,25791,1,29334,180579
3125780,Fiction,Mystery,NA,E,C,B,E,B,52,25,697,101,Animal|Landscape,0,english,28.69,3,1,202302,,apr,0,25472,1,45521,135883
8062493,Fiction,Science Fiction,sea,B,C,D,B,A,79,9,241,163,Animal,0,english,37.58,1,0,0,male,sep,0,61168,1,53835,544160
9013660,Fiction,Mystery,ww2,C,B,C,C,B,69,10,241,155,Abstract art,0,english,29.29,2,0,0,,dec,0,6516,1,45275,382752
7944012,Fiction,Fantasy,NA,C,C,D,B,A,70,9,248,131,Scientific|Animal|Abstract art,2,english,84.12,1,5,675594,male,feb,0,252066,1,54643,442281
3450909,Fiction,Science Fiction,patriotic,B,C,F,B,A,69,27,653,79,,0,english,37.48,1,11,1642138,female,sep,0,382941,1,45599,598941
5961029,Non-Fiction,Text-Book,space,D,F,A,A,E,56,25,577,53,,1,english,14.9,1,1,119885,male,may,0,123616,1,33804,155176
5670350,Fiction,Fantasy,magic,C,D,D,B,B,68,NA,915,21,Landscape,0,english,12.47,1,0,0,female,march,1,35537,1,47580,360333
5959382,Fiction,Historical Fiction,crime,C,C,C,B,B,70,9,184,204,Animal,0,english,61.46,1,1,228820,female,nov,0,58751,1,52490,587217
7710044,Fiction,Fantasy,crime,B,B,C,C,B,73,12,326,171,Animal,0,spanish,37,1,0,0,male,feb,0,102124,1,48021,401364
9263501,Fiction,Humor,patriotic,C,B,C,B,B,71,7,190,139,Animal|Abstract art,0,english,44.58,1,3,356848,female,jun,0,120661,1,44770,426215
9474162,Fiction,Mystery,NA,B,C,E,C,B,59,32,821,127,Illustration,1,english,16.91,1,0,0,female,oct,1,124940,1,44105,455760
1689962,Fiction,Horror,NA,E,C,C,C,C,55,10,259,111,Scientific,0,english,30.33,1,2,291044,male,march,0,113529,1,53982,271176
4876376,Fiction,Mystery,vampire,A,C,E,B,A,75,7,183,40,,2,english,49.03,1,4,646522,,may,0,116598,1,50042,421057
5222082,Fiction,Historical Fiction,political,C,F,C,A,A,68,NA,333,134,Abstract art,1,english,31.36,1,0,0,female,aug,0,44923,1,48453,427209
9757378,Young Adult,Horror,ww2,C,C,E,D,A,56,7,182,44,Scientific,1,english,59.22,1,0,0,female,feb,0,47595,1,52986,61766
6915906,Children,Picture Books,NA,B,A,E,F,D,51,2,16,51,Illustration,0,english,97.94,1,0,0,male,apr,1,62622,1,48178,98023
5169600,Non-Fiction,Text-Book,academic,E,E,C,A,E,49,14,394,101,Person (photograph)|Landscape,0,english,26.32,1,4,1604539,male,dec,0,129146,1,46761,515830
2056955,Young Adult,Horror,crime,F,D,E,B,A,50,13,247,45,Abstract art,0,english|chinese,45.98,3,1,239164,,may,0,62455,1,39298,181461
1237769,Fiction,Science Fiction,easy_reading,A,D,D,B,B,73,NA,200,144,,5,english,48.14,1,4,1678046,male,may,0,347757,1,42936,566099
6915527,Fiction,Mystery,NA,C,C,C,D,B,59,9,218,133,,0,english,45.89,3,0,0,,feb,0,24111,1,48268,385594
9114146,Non-Fiction,History,NA,F,E,A,A,E,53,7,196,44,,0,english|spanish,67.26,1,0,0,male,sep,0,89170,1,46325,189977
4148923,Young Adult,Fantasy,space,E,D,B,B,C,56,5,138,33,,3,english,88.19,1,2,316885,female,sep,0,78409,1,49890,144720
3524612,Fiction,Science Fiction,NA,B,C,F,B,A,71,13,360,123,,1,english,7.32,1,0,0,male,aug,0,113376,1,41811,356544
6960413,Young Adult,Horror,crime,D,C,E,C,C,49,NA,101,89,,0,english,92.11,1,1,73792,female,sep,0,41716,1,44089,388647
4357985,Fiction,Humor,space,B,C,E,C,A,71,10,220,175,Landscape,0,english,21.2,1,3,1495514,male,oct,0,197375,1,43574,512761
8338739,Fiction,Fantasy,crime,B,C,D,E,A,56,9,231,37,,1,english,54.74,1,0,0,male,jan,0,105465,1,45235,453066
1119178,Children,Fairytales/Folklore,magic,A,A,F,E,C,61,NA,22,64,,0,english,95.15,1,0,0,male,jan,0,35751,1,45371,136461
1571188,Fiction,Horror,magic,B,D,D,B,B,63,12,298,67,Animal,1,english,29.52,1,0,0,male,oct,0,141112,1,50222,226468
9136353,Fiction,Fantasy,crime,C,C,E,C,A,63,11,258,58,Abstract art,1,english,49.67,1,1,176872,male,nov,0,114362,1,44859,465987
2369399,Fiction,Humor,sea,A,C,D,C,B,79,19,392,54,Abstract art,1,english,55.94,1,1,200022,female,feb,0,79926,1,33539,109860
6284756,Fiction,Adventure,future,C,C,C,B,A,69,14,301,114,Animal|Landscape,1,english,30.03,1,0,0,male,feb,0,97561,1,27616,204028
7784252,Fiction,Mystery,space,D,E,C,B,B,56,10,245,102,Landscape,1,english,32.22,1,0,0,,jul,0,61778,1,48718,166978
6706969,Fiction,Mystery,contemporary,B,B,D,B,A,74,12,302,191,Animal,1,english,25.77,1,1,148789,female,jun,0,59077,1,34961,317350
7462294,Fiction,Historical Fiction,political,B,E,C,C,B,53,19,544,76,,1,english|spanish,46.8,1,0,0,male,oct,0,150084,1,32753,204724
5369244,Children,Picture Books,pop-up,A,A,D,D,D,68,1,16,46,,1,english,96.77,1,1,200683,female,may,0,77044,1,52506,354598
3165706,Fiction,Science Fiction,easy_reading,D,B,D,C,C,53,15,368,50,,0,english,13.71,1,0,0,male,jan,0,110015,1,45851,284095
5929112,Children,Rythmic,dinosaur,A,A,F,D,B,65,2,16,49,Illustration,0,english,98.99,1,8,1406852,female,nov,0,201783,1,49928,355507
9350072,Fiction,Humor,crime,C,A,E,B,A,70,6,133,67,Animal,1,english,54.43,1,0,0,female,march,0,112523,1,48608,393221
4384219,Fiction,Mystery,foreign,C,B,C,D,B,60,5,124,57,,1,english,57.23,1,2,1369895,,jul,1,131286,1,41335,571385
4832386,Non-Fiction,Scientific,NA,D,F,A,A,E,62,15,331,131,,0,english,24.26,1,1,158302,,jun,0,44404,1,45286,135703
8856512,Children,Picture Books,learning,A,A,E,D,E,58,NA,6,16,Illustration,1,english,96.52,1,0,0,female,sep,0,53297,1,58579,88936
8722506,Fiction,Science Fiction,NA,C,D,D,B,A,59,13,291,50,,0,english,23.78,1,0,0,,march,0,34449,1,48161,136182
2014468,Fiction,Humor,crime,D,B,C,E,A,59,4,95,118,Animal,0,english,59.5,1,0,0,male,sep,0,83143,1,46187,396534
4914163,Fiction,Horror,crime,C,C,C,B,C,60,14,342,181,,0,english,13.71,1,0,0,,feb,0,74351,1,47720,486253
8476578,Fiction,Horror,magic,B,C,C,B,A,79,5,111,176,,1,english,66.01,1,2,272458,female,nov,1,85533,1,49038,408596
4281802,Fiction,Historical Fiction,vampire,E,A,D,C,A,55,12,292,126,,0,english,38.83,2,3,1482803,,nov,0,157403,1,43911,573074
2479484,Non-Fiction,Scientific,space,E,F,A,A,C,54,22,519,63,Illustration|Animal,0,english,11.45,5,1,130012,,nov,0,20494,1,57328,495447
3881051,Fiction,Adventure,future,C,B,B,C,A,72,11,282,38,,1,english,40.83,1,0,0,male,jul,0,78563,1,68819,577077
8543497,Children,Rythmic,NA,A,A,E,F,B,58,NA,54,62,Animal,0,english,85.69,1,0,0,female,dec,0,42912,1,47967,839
9661551,Fiction,Adventure,sea,B,C,C,C,B,66,16,346,131,Abstract art,0,english,23.84,1,0,0,female,oct,0,51066,1,62098,411630
9918509,Children,Picture Books,dinosaur,A,A,E,D,C,69,2,26,80,Animal,0,english,92.69,1,0,0,female,oct,0,50018,1,46115,73683
4864264,Fiction,Humor,NA,C,D,C,B,B,64,8,191,66,Animal,0,english,36.16,1,0,0,male,may,0,75286,1,32188,334572
5342745,Fiction,Historical Fiction,foreign,A,C,C,B,B,70,13,317,129,,0,english,29.07,1,2,314635,male,sep,0,114117,1,40565,472226
7317906,Fiction,Romance,foreign,C,B,D,C,B,58,23,565,72,Person (photograph),0,english,44.16,1,0,0,male,jan,1,132083,1,47955,472607
6165221,Fiction,Mystery,sea,B,B,F,A,A,78,20,439,119,Scientific,0,english,44.16,1,5,1776445,,jan,1,245360,1,22676,365902
1853510,Non-Fiction,History,NA,D,F,A,A,D,54,8,172,136,Scientific|Abstract art|Landscape,0,english,62.57,1,0,0,female,jun,0,40135,1,48248,373731
8402841,Fiction,Horror,NA,E,D,C,C,B,57,5,110,134,Landscape,1,english,70.27,2,0,0,,oct,0,48573,1,48618,332709
6429770,Non-Fiction,Scientific,NA,E,F,A,A,E,51,18,424,124,,1,spanish,29.15,2,0,0,,dec,0,10000,1,27393,3934
8700760,Non-Fiction,Scientific,NA,C,E,B,A,C,67,22,524,105,,0,english,16.34,1,0,0,female,oct,0,36275,1,19873,623467
9154303,Fiction,Science Fiction,easy_reading,B,C,F,B,B,57,16,426,133,,0,english,47.62,1,0,0,male,jan,0,142377,1,32180,285241
4901385,Children,Fairytales/Folklore,learning,A,A,F,F,B,62,3,40,9,,1,english,97.35,1,3,487101,,march,0,77244,1,44196,150537
4039992,Non-Fiction,Instructional,NA,F,E,B,A,C,51,18,408,56,Person (photograph),0,english,0.34,1,1,164456,female,nov,0,44503,1,39994,362003
4798635,Children,Fairytales/Folklore,colorful,A,A,D,D,C,70,2,32,10,Animal,4,english,94,1,3,418628,,sep,1,67019,1,18020,164944
7110272,Children,Picture Books,dinosaur,A,A,D,E,C,69,1,12,31,,0,english,96.23,1,0,0,female,march,0,38113,1,44901,72198
1362458,Young Adult,Adventure,NA,C,D,F,B,A,55,9,248,127,,1,english|spanish,56.58,1,1,178109,female,feb,1,81919,1,50801,281988
5563499,Fiction,Horror,pirate,B,A,B,B,B,82,7,193,164,Animal,0,english,45.33,2,1,144357,,aug,0,42140,1,44004,204642
1848927,Non-Fiction,History,easy_reading,E,E,A,A,E,59,12,272,64,,0,english|spanish,63.09,1,0,0,male,apr,0,41797,1,43922,176117
3637746,Children,Fairytales/Folklore,pop-up,A,A,D,E,A,72,2,25,73,,0,english,90.74,1,2,389233,female,oct,0,63672,1,44594,129168
2960867,Children,Picture Books,NA,B,A,D,B,D,67,2,25,29,,1,english,96.13,1,1,202831,female,feb,0,81204,1,42331,122079
